case_id,label,source,unsupported_claims_count,coverage_ratio,recomputation_fail_count,max_relative_error,mean_relative_error,scale_mismatch_count,period_mismatch_count,ambiguity_count,pnl_table_detected,pnl_identity_fail_count,pnl_margin_fail_count,pnl_missing_baseline_count,pnl_period_strict_mismatch_count
c2a_019,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2b_000,FLAG,small_value_error,0,1.0,0,0.02099835373477472,0.02099835373477472,0,0,0,1,0,0,0,0
c2b_001,FLAG,small_value_error,0,1.0,0,0.024999476297211807,0.024999476297211807,0,0,0,1,0,0,0,0
c2b_002,FLAG,small_value_error,0,1.0,0,0.029999662628476212,0.029999662628476212,0,0,0,1,0,0,0,0
c2b_003,FLAG,small_value_error,0,1.0,0,0.03399931699149866,0.03399931699149866,0,0,0,1,0,0,0,0
c2b_004,FLAG,small_value_error,0,1.0,0,0.02199719064349832,0.02199719064349832,0,0,0,1,0,0,0,0
c2b_005,FLAG,small_value_error,0,1.0,0,0.027998557405221326,0.027998557405221326,0,0,0,1,0,0,0,0
c2b_006,FLAG,small_value_error,0,1.0,0,0.03199925414493414,0.03199925414493414,0,0,0,1,0,0,0,0
c2b_007,FLAG,small_value_error,0,1.0,0,0.03799775414623944,0.03799775414623944,0,0,0,1,0,0,0,0
c2b_008,FLAG,small_value_error,0,1.0,0,0.02299939528320903,0.02299939528320903,0,0,0,1,0,0,0,0
c2b_009,FLAG,small_value_error,0,1.0,0,0.026999970205285582,0.026999970205285582,0,0,0,1,0,0,0,0
c2b_010,FLAG,small_value_error,0,1.0,0,0.030999914433300756,0.030999914433300756,0,0,0,1,0,0,0,0
c2b_011,FLAG,small_value_error,0,1.0,0,0.03699855159867088,0.03699855159867088,0,0,0,1,0,0,0,0
c2b_012,FLAG,small_value_error,0,1.0,0,0.02399934856795991,0.02399934856795991,0,0,0,1,0,0,0,0
c2b_013,FLAG,small_value_error,0,1.0,0,0.02599930650205818,0.02599930650205818,0,0,0,1,0,0,0,0
c2b_014,FLAG,small_value_error,0,1.0,0,0.03299941172670115,0.03299941172670115,0,0,0,1,0,0,0,0
c2b_015,FLAG,small_value_error,0,1.0,0,0.035998513167049495,0.035998513167049495,0,0,0,1,0,0,0,0
c2c_000,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_001,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_002,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_003,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_004,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_005,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_006,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_007,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_008,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_009,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_010,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_011,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_012,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_013,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_014,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2c_015,REPAIR,identity_near_miss,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
