case_id,label,source,unsupported_claims_count,coverage_ratio,max_relative_error,mean_relative_error,scale_mismatch_count,ambiguity_count,pnl_identity_fail_count,pnl_period_strict_mismatch_count,grounding_confidence_score,unverifiable_claim_count
tatqa_pnl_00328_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_064,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00320,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
c2c_008,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
case_073,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00064_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00023_scale_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00344,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_078,FLAG,cases_v2,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00048_arithmetic_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
case_001,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00288_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00014_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00230_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_060,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00045,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00310_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00257,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00269,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00267,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00045_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00194_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00283_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00124,ACCEPT,tatqa_gold_train,0,1.0,0.0162197243062225,0.0162197243062225,0,0,0,0,1.0,0
tatqa_pnl_00045_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00023_period_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00058_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00340_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00120_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_066,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00057,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_063,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_047,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00026,ACCEPT,tatqa_gold_train,0,1.0,0.0342011495207561,0.0342011495207561,0,1,0,0,1.0,0
tatqa_pnl_00103,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00229,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00143_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00351,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00058_period_error,FLAG,error_injected,0,1.0,0.0161361898622209,0.0161361898622209,0,1,0,0,0.8483,0
tatqa_pnl_00113_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_017,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
tatqa_pnl_00173_period_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00082_period_error,FLAG,error_injected,0,1.0,0.0114068441064639,0.0114068441064639,0,0,0,0,0.9824,0
tatqa_pnl_00327_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00102_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00275_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00080_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00343_percentage_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
c2c_006,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
case_061,FLAG,cases_v2,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00014_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00023_percentage_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00230_percentage_error,FLAG,error_injected,0,1.0,6.798431131274711e-05,6.798431131274711e-05,0,0,0,0,1.0,0
tatqa_pnl_00051,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00230_near_miss_error,FLAG,error_injected,0,1.0,0.0190333597307464,0.0190333597307464,0,0,0,0,0.8871,0
tatqa_pnl_00303_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.8,0
tatqa_pnl_00048_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
case_010,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00185,ACCEPT,tatqa_gold_train,0,1.0,0.0026654820079963,0.0026654820079963,0,0,0,0,1.0,0
tatqa_pnl_00163,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00165,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00186,ACCEPT,tatqa_gold_test,0,1.0,0.0128173527236875,0.0128173527236875,0,0,0,0,1.0,0
tatqa_pnl_00184_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.725,0
tatqa_pnl_00133,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00177_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00215,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00268,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00080_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_038,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
tatqa_pnl_00158,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
case_030,FLAG,cases_v2,0,1.0,0.0,0.0,1,0,0,0,1.0,0
tatqa_pnl_00343,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00017_percentage_error,FLAG,error_injected,0,1.0,0.0221590909090909,0.0221590909090909,0,0,0,0,0.848,0
tatqa_pnl_00303_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_009,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
case_062,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,1,0,0,0.94,0
tatqa_pnl_00004_scale_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_001,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00327_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00004_period_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00261,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00197,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_009,FLAG,cases_v2,0,1.0,0.0,0.0,1,0,0,0,1.0,0
tatqa_pnl_00236_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_013,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00041_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00072_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00295,ACCEPT,tatqa_gold_train,0,1.0,0.0416005440943096,0.0416005440943096,0,0,0,0,1.0,0
tatqa_pnl_00076,ACCEPT,tatqa_gold_train,0,1.0,0.0241770037135462,0.0241770037135462,0,1,0,0,1.0,0
case_049,FLAG,cases_v2,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00141_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.725,0
tatqa_pnl_00335,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00120_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00186_near_miss_error,FLAG,error_injected,0,1.0,0.0140497904855804,0.0140497904855804,0,0,0,0,0.8744,0
tatqa_pnl_00141_near_miss_error,FLAG,error_injected,0,1.0,0.0375,0.0375,0,0,0,0,0.5812,0
tatqa_pnl_00340_arithmetic_error,FLAG,error_injected,0,1.0,0.0398230088495575,0.0398230088495575,0,0,0,0,0.5522,0
tatqa_pnl_00195_near_miss_error,FLAG,error_injected,0,1.0,0.0449905482041587,0.0449905482041587,0,1,0,0,0.4876,0
tatqa_pnl_00177_scale_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00113_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00102_percentage_error,FLAG,error_injected,0,1.0,0.0344715447154471,0.0344715447154471,0,0,0,0,0.6191,0
tatqa_pnl_00343_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
case_053,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00288_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00141,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00080,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00112_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,2,0.0,0
tatqa_pnl_00041_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_035,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
c2c_015,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00123,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00310_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00139,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_011,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00045_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_000,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
case_003,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
